FID,time_period,time_format,granularity,geocode,label,geom,pact_m,pact_t,pact_f,pocu_t,pocu_m,pocu_f,psal_t,psal_m,psal_f,psel_t,ppar_t
Malla de 250m-2024.fid-68150d23_197ad17ab1b_afa,2024,P1Y,GRID_250,250mN095100E178875,250mN095100E178875,"MULTIPOLYGON (((27.751255726739576 -15.613798640724355, 27.753429619615307 -15.614446115891038, 27.75416713879941 -15.612034103835615, 27.751993224942158 -15.611386677136526, 27.751255726739576 -15.613798640724355)))",15,24,8,24,15,8,13,7,6,11,0
Malla de 250m-2024.fid-68150d23_197ad17ab1b_afb,2024,P1Y,GRID_250,250mN097875E181125,250mN097875E181125,"MULTIPOLYGON (((28.058755939557205 -15.468300417868313, 28.06092963340065 -15.468949302581528, 28.061663381360187 -15.466529087384975, 28.059489666472118 -15.465880251844018, 28.058755939557205 -15.468300417868313)))",9,21,11,,,,,,,,
Malla de 250m-2024.fid-68150d23_197ad17ab1b_afc,2024,P1Y,GRID_250,250mN094975E179200,250mN094975E179200,"MULTIPOLYGON (((27.74996681271217 -15.579207272262645, 27.752141072665406 -15.579853856494305, 27.75287760703306 -15.57744168705555, 27.750703326124423 -15.576795151327241, 27.74996681271217 -15.579207272262645)))",22,34,12,29,18,11,22,13,9,7,5
Malla de 250m-2024.fid-68150d23_197ad17ab1b_afd,2024,P1Y,GRID_250,250mN095100E178900,250mN095100E178900,"MULTIPOLYGON (((27.751993224942158 -15.611386677136526, 27.75416713879941 -15.612034103835615, 27.75490459029791 -15.609622061007205, 27.752730655460503 -15.608974682779648, 27.751993224942158 -15.611386677136526)))",15,28,13,,,,,,,,
Malla de 250m-2024.fid-68150d23_197ad17ab1b_afe,2024,P1Y,GRID_250,250mN094975E179225,250mN094975E179225,"MULTIPOLYGON (((27.750703326124423 -15.576795151327241, 27.75287760703306 -15.57744168705555, 27.75361407370505 -15.575029486880577, 27.751439771842392 -15.574382999659559, 27.750703326124423 -15.576795151327241)))",25,44,19,38,23,15,15,7,8,23,6
Malla de 250m-2024.fid-68150d23_197ad17ab1b_aff,2024,P1Y,GRID_250,250mN094975E179250,250mN094975E179250,"MULTIPOLYGON (((27.751439771842392 -15.574382999659559, 27.75361407370505 -15.575029486880577, 27.75435047268007 -15.57261725597071, 27.752176149864738 -15.571970817260915, 27.751439771842392 -15.574382999659559)))",15,29,14,26,13,13,16,7,9,11,0
Malla de 250m-2024.fid-68150d23_197ad17ab1b_b00,2024,P1Y,GRID_250,250mN094975E193100,250mN094975E193100,"MULTIPOLYGON (((28.14898687442918 -14.233365412830292, 28.151172570009646 -14.23398442444826, 28.15187126631187 -14.231555380179634, 28.149685550561692 -14.230936419237297, 28.14898687442918 -14.233365412830292)))",7,14,7,,,,,,,,
Malla de 250m-2024.fid-68150d23_197ad17ab1b_b01,2024,P1Y,GRID_250,250mN094975E195150,250mN094975E195150,"MULTIPOLYGON (((28.20680639121133 -14.034300978559928, 28.208238357927918 -14.034703494614556, 28.20893144021872 -14.032272000268076, 28.207403488661523 -14.03184254346416, 28.207398588869534 -14.03209733978982, 28.207339339309705 -14.032569315719263, 28.207178941314005 -14.033258858373516, 28.20680639121133 -14.034300978559928)))",9,18,9,15,8,7,10,5,6,5,4
Malla de 250m-2024.fid-68150d23_197ad17ab1b_b02,2024,P1Y,GRID_250,250mN094975E195175,250mN094975E195175,"MULTIPOLYGON (((28.207403488661523 -14.03184254346416, 28.20893144021872 -14.032272000268076, 28.209624453993047 -14.029840476107577, 28.20743706926609 -14.02922573471082, 28.20718303077439 -14.030117088581763, 28.207399063677304 -14.031398996445649, 28.207405167585964 -14.031755231260378, 28.207403488661523 -14.03184254346416)))",8,11,3,11,8,3,6,,,5,0
Malla de 250m-2024.fid-68150d23_197ad17ab1b_b03,2024,P1Y,GRID_250,250mN094975E195200,250mN094975E195200,"MULTIPOLYGON (((28.20743706926609 -14.02922573471082, 28.209624453993047 -14.029840476107577, 28.21031739924963 -14.027408922134597, 28.208129994476273 -14.026794231737842, 28.20743706926609 -14.02922573471082)))",22,57,35,49,21,28,45,19,26,4,8
Malla de 250m-2024.fid-68150d23_197ad17ab1b_b04,2024,P1Y,GRID_250,250mN094975E195225,250mN094975E195225,"MULTIPOLYGON (((28.208129994476273 -14.026794231737842, 28.21031739924963 -14.027408922134597, 28.2110102759872 -14.024977338350759, 28.208822851168925 -14.024362698957832, 28.208129994476273 -14.026794231737842)))",242,479,236,425,221,204,384,199,185,41,54
Malla de 250m-2024.fid-68150d23_197ad17ab1b_b05,2024,P1Y,GRID_250,250mN095675E180500,250mN095675E180500,"MULTIPOLYGON (((27.849078352260875 -15.471789500846095, 27.851253173746205 -15.472435013697801, 27.85198677165539 -15.470019882623802, 27.84981192923898 -15.46937441856812, 27.849078352260875 -15.471789500846095)))",62,106,44,96,56,40,88,51,37,8,10
Malla de 250m-2024.fid-68150d23_197ad17ab1b_b06,2024,P1Y,GRID_250,250mN097950E197225,250mN097950E197225,"MULTIPOLYGON (((28.523709136788813 -13.9051891518811, 28.525896035471618 -13.905805700456924, 28.52658580942479 -13.90336560617469, 28.524398890621566 -13.902749109322302, 28.523709136788813 -13.9051891518811)))",5,12,7,,,,,,,,
Malla de 250m-2024.fid-68150d23_197ad17ab1b_b07,2024,P1Y,GRID_250,250mN094975E195250,250mN094975E195250,"MULTIPOLYGON (((28.210374840417884 -14.022172536106117, 28.210337295338626 -14.022313972331984, 28.210295897658547 -14.02239412602102, 28.20994035538524 -14.022775141001949, 28.20981781838648 -14.022864153813021, 28.209573078117085 -14.0228778547382, 28.2092413652071 -14.02289381163793, 28.208822851168925 -14.024362698957832, 28.2110102759872 -14.024977338350759, 28.211703084204487 -14.022545724757613, 28.210374840417884 -14.022172536106117)))",191,372,180,329,171,158,307,159,148,22,43
Malla de 250m-2024.fid-68150d23_197ad17ab1b_b08,2024,P1Y,GRID_250,250mN095350E179050,250mN095350E179050,"MULTIPOLYGON (((27.77815633964954 -15.603387954571042, 27.7803301904181 -15.604035612013387, 27.781067445587723 -15.601622899451348, 27.778893573830384 -15.600975290535324, 27.77815633964954 -15.603387954571042)))",13,22,9,,,,,,,,
Malla de 250m-2024.fid-68150d23_197ad17ab1b_b09,2024,P1Y,GRID_250,250mN095675E180525,250mN095675E180525,"MULTIPOLYGON (((27.84981192923898 -15.46937441856812, 27.85198677165539 -15.470019882623802, 27.85272030176295 -15.46760472077204, 27.850545438416837 -15.466959305516347, 27.84981192923898 -15.46937441856812)))",38,75,37,63,35,28,59,32,27,4,12
Malla de 250m-2024.fid-68150d23_197ad17ab1b_b0a,2024,P1Y,GRID_250,250mN095675E180550,250mN095675E180550,"MULTIPOLYGON (((27.850545438416837 -15.466959305516347, 27.85272030176295 -15.46760472077204, 27.85345376406758 -15.465189528143863, 27.85127887979314 -15.464544161692103, 27.850545438416837 -15.466959305516347)))",141,285,145,253,128,126,224,113,111,29,32
Malla de 250m-2024.fid-68150d23_197ad17ab1b_b0b,2024,P1Y,GRID_250,250mN095675E180575,250mN095675E180575,"MULTIPOLYGON (((27.85127887979314 -15.464544161692103, 27.85345376406758 -15.465189528143863, 27.85418715856799 -15.46277430474059, 27.852012253366595 -15.46212898709671, 27.85127887979314 -15.464544161692103)))",50,97,47,82,45,37,71,36,35,11,15
Malla de 250m-2024.fid-68150d23_197ad17ab1b_b0c,2024,P1Y,GRID_250,250mN095675E180600,250mN095675E180600,"MULTIPOLYGON (((27.852012253366595 -15.46212898709671, 27.85418715856799 -15.46277430474059, 27.85492048526286 -15.460359050563584, 27.852745559135904 -15.459713781731525, 27.852012253366595 -15.46212898709671)))",90,199,109,165,78,86,153,70,83,11,34
Malla de 250m-2024.fid-68150d23_197ad17ab1b_b0d,2024,P1Y,GRID_250,250mN095675E180625,250mN095675E180625,"MULTIPOLYGON (((27.852745559135904 -15.459713781731525, 27.85492048526286 -15.460359050563584, 27.855653744150892 -15.457943765614171, 27.853478797099754 -15.457298545597896, 27.852745559135904 -15.459713781731525)))",144,283,139,251,135,115,214,109,105,36,33
Malla de 250m-2024.fid-68150d23_197ad17ab1b_b0e,2024,P1Y,GRID_250,250mN095675E180675,250mN095675E180675,"MULTIPOLYGON (((27.854211967256845 -15.454883278697144, 27.856386935230812 -15.455528449893688, 27.857120058501295 -15.453113103403487, 27.85494506960589 -15.452467981030622, 27.854211967256845 -15.454883278697144)))",14,34,20,30,14,16,27,13,14,3,4
Malla de 250m-2024.fid-68150d23_197ad17ab1b_b0f,2024,P1Y,GRID_250,250mN095675E180800,250mN095675E180800,"MULTIPOLYGON (((27.857876800895504 -15.442806482733634, 27.860051873462897 -15.443451409772281, 27.860784657666706 -15.4410359094536, 27.858609564184768 -15.440391031258368, 27.857876800895504 -15.442806482733634)))",201,393,192,341,175,166,296,146,151,45,52
Malla de 250m-2024.fid-68150d23_197ad17ab1b_b10,2024,P1Y,GRID_250,250mN094975E195275,250mN094975E195275,"MULTIPOLYGON (((28.210374840417884 -14.022172536106117, 28.211703084204487 -14.022545724757613, 28.212395823900223 -14.020114081356741, 28.21098598521878 -14.019718004281222, 28.21084104503334 -14.020289006602834, 28.210622253966758 -14.021215501204429, 28.210423706216037 -14.02198845257055, 28.210374840417884 -14.022172536106117)))",40,74,33,65,37,28,58,32,26,7,9
Malla de 250m-2024.fid-68150d23_197ad17ab1b_b11,2024,P1Y,GRID_250,250mN095675E180825,250mN095675E180825,"MULTIPOLYGON (((27.858609564184768 -15.440391031258368, 27.860784657666706 -15.4410359094536, 27.861517374053285 -15.438620378373248, 27.85934225965817 -15.437975549025388, 27.858609564184768 -15.440391031258368)))",432,843,411,741,396,345,666,348,318,75,102
Malla de 250m-2024.fid-68150d23_197ad17ab1b_b12,2024,P1Y,GRID_250,250mN095675E180850,250mN095675E180850,"MULTIPOLYGON (((27.85934225965817 -15.437975549025388, 27.861517374053285 -15.438620378373248, 27.862250022621335 -15.43620481653257, 27.860074887314425 -15.435560036036039, 27.85934225965817 -15.437975549025388)))",554,1114,560,981,508,473,891,453,438,90,133
Malla de 250m-2024.fid-68150d23_197ad17ab1b_b13,2024,P1Y,GRID_250,250mN094975E195300,250mN094975E195300,"MULTIPOLYGON (((28.21110441581323 -14.017125059445538, 28.211155080063953 -14.017350401556328, 28.211172873976736 -14.017460175463762, 28.211219292172824 -14.018290754508868, 28.211216353792498 -14.018605867772841, 28.211165600990725 -14.019025128885263, 28.211111251909404 -14.019241421088585, 28.211018670088738 -14.019589238353442, 28.21098598521878 -14.019718004281222, 28.212395823900223 -14.020114081356741, 28.213088495073134 -14.017682408149737, 28.21110441581323 -14.017125059445538)))",53,104,51,97,50,47,87,45,42,11,7
Malla de 250m-2024.fid-68150d23_197ad17ab1b_b14,2024,P1Y,GRID_250,250mN098000E179325,250mN098000E179325,"MULTIPOLYGON (((28.016609788679713 -15.645733180527897, 28.0187818692865 -15.646385858336702, 28.019520612358626 -15.64396764093939, 28.017348510599344 -15.643315012030932, 28.016609788679713 -15.645733180527897)))",13,20,7,,,,,,,,
Malla de 250m-2024.fid-68150d23_197ad17ab1b_b15,2024,P1Y,GRID_250,250mN095000E178875,250mN095000E178875,"MULTIPOLYGON (((27.742959232308532 -15.609903452234356, 27.743021510907532 -15.60999303909764, 27.743719508247562 -15.61070941099969, 27.74455640083003 -15.611612633307923, 27.74470014390364 -15.611846467254358, 27.744733934672553 -15.611856528161908, 27.74547136994064 -15.60944470995826, 27.74329738046354 -15.608797491856345, 27.742959232308532 -15.609903452234356)))",47,82,35,78,46,32,36,15,21,43,4
Malla de 250m-2024.fid-68150d23_197ad17ab1b_b16,2024,P1Y,GRID_250,250mN095000E178900,250mN095000E178900,"MULTIPOLYGON (((27.74329738046354 -15.608797491856345, 27.74547136994064 -15.60944470995826, 27.74620873752857 -15.607032860997379, 27.744034727078038 -15.606385691354594, 27.74329738046354 -15.608797491856345)))",10,16,6,13,8,5,3,,,10,0
Malla de 250m-2024.fid-68150d23_197ad17ab1b_b17,2024,P1Y,GRID_250,250mN095000E179100,250mN095000E179100,"MULTIPOLYGON (((27.749194258264005 -15.589502226860839, 27.751368415490482 -15.59014905717931, 27.75210524159038 -15.587736962207888, 27.749931063401363 -15.587090180380109, 27.749194258264005 -15.589502226860839)))",4,11,7,,,,,,,,
Malla de 250m-2024.fid-68150d23_197ad17ab1b_b18,2024,P1Y,GRID_250,250mN095000E179150,250mN095000E179150,"MULTIPOLYGON (((27.750667800848266 -15.584678103157888, 27.75284199999844 -15.585324836491049, 27.753578690713354 -15.582912680030104, 27.751404470603376 -15.58226599519553, 27.750667800848266 -15.584678103157888)))",14,22,8,20,12,8,15,7,8,5,4
Malla de 250m-2024.fid-68150d23_197ad17ab1b_b19,2024,P1Y,GRID_250,250mN095000E179200,250mN095000E179200,"MULTIPOLYGON (((27.752141072665406 -15.579853856494305, 27.754315313733823 -15.580500492826374, 27.755051869058555 -15.578088274881166, 27.75287760703306 -15.57744168705555, 27.752141072665406 -15.579853856494305)))",36,48,12,44,33,11,29,21,8,15,0
Malla de 250m-2024.fid-68150d23_197ad17ab1b_b1a,2024,P1Y,GRID_250,250mN095000E179225,250mN095000E179225,"MULTIPOLYGON (((27.75287760703306 -15.57744168705555, 27.755051869058555 -15.578088274881166, 27.75578835668626 -15.575676026195788, 27.75361407370505 -15.575029486880577, 27.75287760703306 -15.57744168705555)))",26,44,18,42,26,16,27,16,11,16,4
Malla de 250m-2024.fid-68150d23_197ad17ab1b_b1b,2024,P1Y,GRID_250,250mN095000E179250,250mN095000E179250,"MULTIPOLYGON (((27.75361407370505 -15.575029486880577, 27.75578835668626 -15.575676026195788, 27.75652477661562 -15.573263746771564, 27.75435047268007 -15.57261725597071, 27.75361407370505 -15.575029486880577)))",18,29,11,,,,,,,,
Malla de 250m-2024.fid-68150d23_197ad17ab1b_b1c,2024,P1Y,GRID_250,250mN095000E179275,250mN095000E179275,"MULTIPOLYGON (((27.75435047268007 -15.57261725597071, 27.75652477661562 -15.573263746771564, 27.75726112884535 -15.570851436609805, 27.755086803956825 -15.57020499432723, 27.75435047268007 -15.57261725597071)))",19,27,8,25,16,9,15,10,5,10,3
Malla de 250m-2024.fid-68150d23_197ad17ab1b_b1d,2024,P1Y,GRID_250,250mN095000E179300,250mN095000E179300,"MULTIPOLYGON (((27.755086803956825 -15.57020499432723, 27.75726112884535 -15.570851436609805, 27.75799741337414 -15.56843909571182, 27.755823067533996 -15.567792701951483, 27.755086803956825 -15.57020499432723)))",26,44,18,38,25,13,26,17,9,12,6
Malla de 250m-2024.fid-68150d23_197ad17ab1b_b1e,2024,P1Y,GRID_250,250mN095675E180875,250mN095675E180875,"MULTIPOLYGON (((27.860074887314425 -15.435560036036039, 27.862250022621335 -15.43620481653257, 27.86298260336953 -15.433789223932918, 27.86080744715221 -15.43314449229166, 27.860074887314425 -15.435560036036039)))",425,829,404,701,375,326,631,327,305,69,128
Malla de 250m-2024.fid-68150d23_197ad17ab1b_b1f,2024,P1Y,GRID_250,250mN095000E179325,250mN095000E179325,"MULTIPOLYGON (((27.756247768546466 -15.566401087505323, 27.755823067533996 -15.567792701951483, 27.75799741337414 -15.56843909571182, 27.75873363020072 -15.56602672407894, 27.75777745225571 -15.565742490311536, 27.75730121855455 -15.565953897406466, 27.756438529918604 -15.566326045611394, 27.756247768546466 -15.566401087505323)))",15,25,10,22,15,7,10,7,3,12,0
Malla de 250m-2024.fid-68150d23_197ad17ab1b_b20,2024,P1Y,GRID_250,250mN098025E197200,250mN098025E197200,"MULTIPOLYGON (((28.529579896785435 -13.909479116045073, 28.531766722290193 -13.910095867208854, 28.53245662541742 -13.90765564789119, 28.530269779785854 -13.907038948457338, 28.529579896785435 -13.909479116045073)))",5,12,7,,,,,,,,
Malla de 250m-2024.fid-68150d23_197ad17ab1b_b21,2024,P1Y,GRID_250,250mN095000E193150,250mN095000E193150,"MULTIPOLYGON (((28.155132799339576 -14.227225105181088, 28.154456633266946 -14.227567727290536, 28.153640346757225 -14.227940267645145, 28.153083659127272 -14.22820260597425, 28.152783833882445 -14.228382391928518, 28.152569894202212 -14.229126305969055, 28.154755612160383 -14.229745266523741, 28.155454191805994 -14.227316111686026, 28.155132799339576 -14.227225105181088)))",6,10,4,,,,,,,,
Malla de 250m-2024.fid-68150d23_197ad17ab1b_b22,2024,P1Y,GRID_250,250mN095000E195175,250mN095000E195175,"MULTIPOLYGON (((28.20893144021872 -14.032272000268076, 28.21111878706976 -14.032886842678014, 28.211811820893598 -14.030455267517958, 28.209624453993047 -14.029840476107577, 28.20893144021872 -14.032272000268076)))",34,71,37,66,33,32,55,28,27,10,5
Malla de 250m-2024.fid-68150d23_197ad17ab1b_b23,2024,P1Y,GRID_250,250mN095000E195200,250mN095000E195200,"MULTIPOLYGON (((28.209624453993047 -14.029840476107577, 28.211811820893598 -14.030455267517958, 28.212504786198217 -14.028023662541598, 28.21031739924963 -14.027408922134597, 28.209624453993047 -14.029840476107577)))",15,25,10,,,,,,,,
Malla de 250m-2024.fid-68150d23_197ad17ab1b_b24,2024,P1Y,GRID_250,250mN095000E195225,250mN095000E195225,"MULTIPOLYGON (((28.21031739924963 -14.027408922134597, 28.212504786198217 -14.028023662541598, 28.213197682982347 -14.025592027750498, 28.2110102759872 -14.024977338350759, 28.21031739924963 -14.027408922134597)))",9,18,9,15,8,7,15,8,7,0,3
Malla de 250m-2024.fid-68150d23_197ad17ab1b_b25,2024,P1Y,GRID_250,250mN095000E195250,250mN095000E195250,"MULTIPOLYGON (((28.2110102759872 -14.024977338350759, 28.213197682982347 -14.025592027750498, 28.21389051124471 -14.023160363146244, 28.211703084204487 -14.022545724757613, 28.2110102759872 -14.024977338350759)))",203,361,158,318,183,136,293,167,125,26,42
Malla de 250m-2024.fid-68150d23_197ad17ab1b_b26,2024,P1Y,GRID_250,250mN095750E178125,250mN095750E178125,"MULTIPOLYGON (((27.785597985578292 -15.703032341182334, 27.787770755488385 -15.703682628732487, 27.788510851808272 -15.701270282311691, 27.7863380608321 -15.700620043191032, 27.785597985578292 -15.703032341182334)))",10,18,9,18,9,9,14,7,7,4,0
Malla de 250m-2024.fid-68150d23_197ad17ab1b_b27,2024,P1Y,GRID_250,250mN095000E195275,250mN095000E195275,"MULTIPOLYGON (((28.211703084204487 -14.022545724757613, 28.21389051124471 -14.023160363146244, 28.214583270984054 -14.02072866873042, 28.212395823900223 -14.020114081356741, 28.211703084204487 -14.022545724757613)))",415,820,405,743,381,362,680,344,336,63,77
Malla de 250m-2024.fid-68150d23_197ad17ab1b_b28,2024,P1Y,GRID_250,250mN095000E195300,250mN095000E195300,"MULTIPOLYGON (((28.212395823900223 -14.020114081356741, 28.214583270984054 -14.02072866873042, 28.215275962199076 -14.018296944504593, 28.213088495073134 -14.017682408149737, 28.212395823900223 -14.020114081356741)))",98,213,115,195,88,108,167,73,95,28,18
Malla de 250m-2024.fid-68150d23_197ad17ab1b_b29,2024,P1Y,GRID_250,250mN095000E195325,250mN095000E195325,"MULTIPOLYGON (((28.213088495073134 -14.017682408149737, 28.215275962199076 -14.018296944504593, 28.215968584888518 -14.015865190470347, 28.213781097721917 -14.015250705138165, 28.213088495073134 -14.017682408149737)))",26,51,26,47,22,25,42,21,21,6,5
Malla de 250m-2024.fid-68150d23_197ad17ab1b_b2a,2024,P1Y,GRID_250,250mN097525E180625,250mN097525E180625,"MULTIPOLYGON (((28.01363934267821 -15.507604571114141, 28.01581287839354 -15.508253704429727, 28.016547690336065 -15.505834798393353, 28.014374133572016 -15.505185714126156, 28.01363934267821 -15.507604571114141)))",22,44,22,,,,,,,,
Malla de 250m-2024.fid-68150d23_197ad17ab1b_b2b,2024,P1Y,GRID_250,250mN095025E179025,250mN095025E179025,"MULTIPOLYGON (((27.749157531052685 -15.597385157607938, 27.751331606486797 -15.598032185501582, 27.752068656622768 -15.595620134292327, 27.749894560220355 -15.594973154880641, 27.749157531052685 -15.597385157607938)))",11,17,6,16,12,4,13,,,3,3
Malla de 250m-2024.fid-68150d23_197ad17ab1b_b2c,2024,P1Y,GRID_250,250mN095025E179050,250mN095025E179050,"MULTIPOLYGON (((27.749894560220355 -15.594973154880641, 27.752068656622768 -15.595620134292327, 27.7528056390694 -15.593208052329775, 27.750631521700043 -15.592561121403993, 27.749894560220355 -15.594973154880641)))",14,28,15,25,12,13,13,5,10,12,0
